id,dataset,label,subtype,subject,body,style,sender_type,difficulty,ner_organizations,ner_people,ner_locations,ner_job_titles,ner_dates,ner_urls
JOB-00119,job_search,application_notification,application_under_review,Your application has been submitted,Your application for Sales Development Representative at Lighthouse Cloud was successfully submitted. This confirmation does not indicate a hiring decision. We appreciate your interest and will review your information. Please note that this message is only a confirmation that we received your application.,automated,hr,medium,Lighthouse Cloud,,,Sales Development Representative,,
JOB-00120,job_search,application_notification,application_received,Application received — Financial Analyst,Thank you for your interest in the Financial Analyst position at BluePeak Analytics. We have received your application and our hiring team will review it. We will contact you if there is a suitable next step. Please note that this message is only a confirmation that we received your application.,automated,ats,medium,BluePeak Analytics,,,Financial Analyst,,
JOB-00121,job_search,rejection,personalized_recruiter,Regarding your application,"Thank you for speaking with our team about the Customer Success Manager role. Unfortunately, we will not be progressing your application to the next stage.",human,hiring_manager,medium,,,,Customer Success Manager,,
JOB-00122,job_search,rejection,post_final_interview,Application outcome,The review for the Product Manager position is now complete. We will be moving forward with another candidate. Thank you for your interest in Oakridge Financial.,human,ats,hard,Oakridge Financial,,,Product Manager,,
JOB-00123,job_search,rejection,generic_automated_rejection,Update on your Frontend Developer application,"Thank you for applying for the Frontend Developer position at Northstar Technologies. After careful consideration, we have will not be progressing with your application at this time.",semi_automated,hiring_manager,hard,Northstar Technologies,,,Frontend Developer,,
JOB-00124,job_search,acceptance_progression,offer,Assessment invitation,We would like to invite you to complete the next stage of our selection process. The assessment will help the team evaluate your skills for the Financial Analyst role.,human,hr,easy,,,,Financial Analyst,,
JOB-00125,job_search,acceptance_progression,offer,Offer from Summit Retail,"We are pleased to offer you the Data Analyst position. The offer details, proposed start date, and terms are available in the candidate portal at https://example.test/offer.",human,hr,medium,Summit Retail,,,Data Analyst,,https://example.test/offer.
JOB-00126,job_search,acceptance_progression,first_interview,We'd like to move forward,Thank you for speaking with us. The team enjoyed learning about your experience and would like to continue the conversation. We would like to arrange the next interview with you.,human,recruiter,medium,,,,,,
JOB-00127,job_search,application_notification,recruiter_acknowledgement,Your application has been submitted,Your application for Financial Analyst at BrightPath Energy was successfully submitted. This confirmation does not indicate a hiring decision. We appreciate your interest and will review your information.,human,hiring_manager,hard,BrightPath Energy,,,Financial Analyst,,
JOB-00128,job_search,application_notification,application_recommended_jobs,Your application has been submitted,Your application for Marketing Manager at Aurora Mobility was successfully submitted. This confirmation does not indicate a hiring decision. We appreciate your interest and will review your information.,human,ats,medium,Aurora Mobility,,,Marketing Manager,,
JOB-00129,job_search,acceptance_progression,move_forward,Offer from Meridian Health,"We are pleased to offer you the Content Strategist position. The offer details, proposed start date, and terms are available in the candidate portal at https://example.test/offer.",automated,recruiter,easy,Meridian Health,,,Content Strategist,,https://example.test/offer.
JOB-00130,job_search,application_notification,application_under_review,Application status update,Your application for Machine Learning Engineer is currently under review. We are assessing applications against the requirements of the role and will provide an update when the review is complete.,automated,recruiter,hard,,,,Machine Learning Engineer,,
